Sample,tissue,APOBEC3A,APOBEC3B,APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3G,APOBEC3H
TCGA-TT-A6YO-01A-11R-A35L-07-tumor,Adrenal_Gland,0.04480110838,0.473601590327,24.3765326712,0.8613167117370001,1.86549908276,1.71903922872,0.274447077594
TCGA-RW-A684-01A-12R-A35K-07-tumor,Adrenal_Gland,0.0646294640328,0.28132223980099996,16.8863510433,1.10779218448,2.10355748287,3.08061779426,0.0456823369872
TCGA-S7-A7WV-01A-11R-A35L-07-tumor,Adrenal_Gland,2.11953428596,2.30524984487,15.907995174200002,0.9184294965809999,1.7702003851299999,2.76652033806,0.455714076309
TCGA-QR-A6GU-01A-11R-A35K-07-tumor,Adrenal_Gland,0.153060633816,0.6450989054990001,10.8152709033,0.701192113817,1.8121302615000001,2.02568199661,0.0480837962349
TCGA-OR-A5K3-01A-11R-A29S-07-tumor,Adrenal_Gland,0.14854103165100002,4.43366775484,24.647448171399997,7.569464202280001,0.529387041302,0.301837337252,0.0839951445162
TCGA-W2-A7HE-01A-11R-A35L-07-tumor,Adrenal_Gland,0.156897656779,0.18365086854499998,18.588589570499998,0.949175520398,1.5439248680500002,2.21057863387,0.748035971761
TCGA-RW-A681-01A-11R-A35K-07-tumor,Adrenal_Gland,0.0226875064249,0.48907371445000003,3.5183830048900004,0.301293651139,1.67212940629,1.30456905756,0.028509000879199997
TCGA-P7-A5NX-01A-11R-A35K-07-tumor,Adrenal_Gland,0.149431199694,0.696912121993,19.2872037259,1.1941431754799998,2.59486909531,3.79557713085,0.0704154214388
TCGA-OR-A5JF-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0187704871265,2.6145625359599998,23.669637554,0.342028514737,0.318554041241,0.224523109491,0.141521370566
TCGA-P8-A5KD-11A-11R-A35K-07-healthy,Adrenal_Gland,0.027714039860299997,0.333182396928,32.7135031644,0.941515083034,2.0761936203099998,2.01696623428,0.121888606964
TCGA-WB-A816-01A-11R-A35L-07-tumor,Adrenal_Gland,0.243124622817,0.34818019919,19.18480571,1.00343294051,1.66650332425,1.84744562873,0.15275455918
TCGA-OR-A5LK-01A-11R-A29S-07-tumor,Adrenal_Gland,0.107946074422,1.49911818861,20.940427566300002,4.08392446983,1.33470892637,1.87456849042,0.305200052143
TCGA-OR-A5K1-01A-11R-A29S-07-tumor,Adrenal_Gland,0.013385010938500001,13.1341266986,78.7478382115,4.99781056367,0.8080302377590001,0.885398594851,1.76605108354
TCGA-QR-A6GR-01A-11R-A35K-07-tumor,Adrenal_Gland,0.138269864224,0.298067821233,7.080790914930001,0.8199049803470001,0.7173826107950001,0.7930818680889999,0.208499018284
TCGA-PK-A5HA-01A-11R-A29S-07-tumor,Adrenal_Gland,0.008073425983169999,1.64667231477,20.0437153426,5.041662604180001,0.869061225574,0.7574365690549999,0.258698124669
TCGA-SP-A6QH-01A-21R-A35L-07-tumor,Adrenal_Gland,0.040756763295800004,0.270335999583,21.974201289,2.3412478455000003,3.4880598490199994,5.38612508739,1.2547609764799998
TCGA-OR-A5LN-01A-11R-A29S-07-tumor,Adrenal_Gland,0.108708087505,0.450656945035,16.504726900799998,2.83136514277,0.869731762399,1.4151983184799999,0.0683010046193
TCGA-QT-A5XN-01A-11R-A35K-07-tumor,Adrenal_Gland,0.09812839816860001,0.260350788052,7.38445098479,0.581876338877,1.38460925352,1.8016546627,0.012330762743500001
TCGA-W2-A7HC-01A-11R-A35L-07-tumor,Adrenal_Gland,0.381970054883,0.26014371052499996,8.52316431903,0.910038563539,1.14434485157,1.62782995101,0.102853190523
TCGA-QR-A70A-01A-11R-A35K-07-tumor,Adrenal_Gland,0.11696796822000001,0.330612856089,11.157698180699999,0.837431322393,1.9103018859999998,1.9998258833000002,0.12025745326500001
TCGA-WB-A81T-01A-11R-A35L-07-tumor,Adrenal_Gland,0.0916774474101,0.288841983043,11.0107802555,0.554949345313,1.26246801485,2.3517433649200004,0.230402793491
TCGA-SP-A6QK-01A-11R-A35L-07-tumor,Adrenal_Gland,0.453870139384,0.08260464562110001,11.8102951458,0.656422928503,1.13526606733,1.35444962387,0.20865761803599997
TCGA-OR-A5L8-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0,1.6983563970700002,53.121675278299996,0.38539493175399997,2.0721039119599998,1.23849896209,0.23669037028499998
TCGA-OR-A5JT-01A-11R-A29S-07-tumor,Adrenal_Gland,0.00790650301847,7.1191554330699995,55.063922803500006,5.69195520995,0.948853525415,1.17932146508,0.238446479521
TCGA-WB-A817-01A-11R-A35L-07-tumor,Adrenal_Gland,0.263653493569,0.7452231226450001,15.636970768,0.2442809186,1.52248026576,1.5613011962399999,0.030118689912799996
TCGA-QR-A70K-01A-12R-A35K-07-tumor,Adrenal_Gland,0.00856869914374,0.6820250660230001,4.03669653054,0.182599147097,0.648155221597,0.711286867535,0.0323021464124
TCGA-OR-A5LC-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0391268672364,10.4945439442,34.5733773982,1.18422959901,1.5367372791299998,0.8232568347220001,0.540832764389
TCGA-QR-A6GY-01A-11R-A35K-07-tumor,Adrenal_Gland,0.071864648576,1.5730170926299998,17.1140585685,1.06534752907,2.35211531783,2.44522431493,0.027091421477600002
TCGA-OR-A5JM-01A-11R-A29S-07-tumor,Adrenal_Gland,0.00823255393245,28.1049230823,24.9853220725,1.85351827425,2.52684048022,0.8471107805470001,0.0310349515151
TCGA-S7-A7WR-01A-11R-A35L-07-tumor,Adrenal_Gland,0.403524028633,0.130481282423,10.9467505896,0.47108140313999997,1.0800603167899998,1.4550037697799998,0.045635954892899996
TCGA-QR-A6H1-01A-11R-A35K-07-tumor,Adrenal_Gland,0.105848247359,0.22737884437,15.209878894700001,0.169395005472,1.4347480312600003,2.66672162586,0.108825012981
TCGA-SR-A6N0-01A-11R-A35L-07-tumor,Adrenal_Gland,0.056230292544099995,0.217566153008,19.3381523263,0.5036201525540001,1.4496037600999998,1.5585915374200001,0.11776448158700001
TCGA-OR-A5K5-01A-11R-A29S-07-tumor,Adrenal_Gland,0.051259066164800006,6.26869180993,53.7862218001,4.97881625883,7.934893955739999,0.380439262795,0.20933858436099997
TCGA-OR-A5JA-01A-11R-A29S-07-tumor,Adrenal_Gland,0.08492942051090001,26.605574383,14.3000288513,0.122405153019,0.6177161430120001,0.17543359946400003,0.035573953915
TCGA-WB-A81P-01A-11R-A35L-07-tumor,Adrenal_Gland,0.201612159771,0.200591338709,18.341251993,1.3225314055,1.9414915172999998,3.04731123708,0.304013731569
TCGA-OR-A5LS-01A-11R-A29S-07-tumor,Adrenal_Gland,0.13525293151599999,3.83824940262,28.2628187359,0.113922633511,0.16991761084000004,0.14353123875499998,0.393993824049
TCGA-SQ-A6I6-01A-11R-A35L-07-tumor,Adrenal_Gland,0.047943081055199996,0.149063535243,8.89929406231,0.384976347522,0.836889217482,0.728929979894,0.0
TCGA-OR-A5J5-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0481025582706,6.14988163024,4.54025333391,0.196099670951,1.0985722200599999,0.199649429971,0.09066813141660002
TCGA-S7-A7X2-01A-12R-A35L-07-tumor,Adrenal_Gland,0.173054590181,0.0322834433266,10.331893304600001,0.986084774237,1.13910168076,1.4215606434399999,0.179404075145
TCGA-WB-A81Q-01A-11R-A35L-07-tumor,Adrenal_Gland,0.014775254685,0.808524379791,9.2478203724,0.499670666003,1.1391256502200002,1.8237686892700002,0.139248803147
TCGA-QT-A5XP-01A-11R-A35K-07-tumor,Adrenal_Gland,0.10829497113099999,0.101012477028,8.18953818366,0.6521952937200001,0.7679690110349999,0.807655316872,0.0765466252775
TCGA-S7-A7X1-01A-11R-A35L-07-tumor,Adrenal_Gland,0.565155283617,0.462863747642,3.5871301682300003,0.6449578419449999,0.9474286950509999,0.7628208802770001,0.0259818712594
TCGA-OR-A5JK-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0411898956607,3.0864071105299997,22.1617717038,2.8050076175400003,0.921226881405,2.35958288426,0.543469558574
TCGA-WB-A80Q-01A-11R-A35L-07-tumor,Adrenal_Gland,0.123552586182,0.122927003467,25.9287860727,2.69014517017,3.36088949208,7.1899449871600005,0.093153316776
TCGA-OR-A5JL-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0664740577089,7.02710727141,27.8115379839,3.15647296227,1.06971050161,0.319728151332,0.07831026582610001
TCGA-WB-A81D-01A-11R-A35L-07-tumor,Adrenal_Gland,0.134079934368,0.12969546394099998,8.70744022318,0.545223277319,1.0564688227799999,0.9951268176189999,0.224645517535
TCGA-OR-A5LG-01A-11R-A29S-07-tumor,Adrenal_Gland,0.023816564915,4.6404617146,49.48994292850001,4.28091758486,2.1306642777700002,0.9438853146989999,0.5386998567819999
TCGA-WB-A81R-01A-11R-A35L-07-tumor,Adrenal_Gland,0.0245088954669,0.030480999742099998,8.33314622048,0.136248272325,0.707099021778,0.780590795009,0.107792120591
TCGA-OR-A5JW-01A-11R-A29S-07-tumor,Adrenal_Gland,0.023642163886599996,0.940898269109,14.454708256300002,0.08761999598379999,0.487209429138,0.180580356287,0.10398016443199999
TCGA-P6-A5OG-01A-22R-A29S-07-tumor,Adrenal_Gland,2.4677870566699998,4.122844369709999,8.99631859081,1.74533148714,1.34018649089,2.56419092728,2.27924102399
TCGA-RW-A7D0-01A-11R-A35K-07-tumor,Adrenal_Gland,0.0640605902764,0.30872237790199997,10.861424206199999,0.408055891599,1.2696623252600001,1.8902631106099999,0.211307774401
TCGA-OR-A5KZ-01A-11R-A29S-07-tumor,Adrenal_Gland,0.07596656488810001,14.0928795891,13.698486153800001,0.9619247623109999,2.09039272678,2.25526261834,0.119323980819
TCGA-RW-A689-01A-11R-A35K-07-tumor,Adrenal_Gland,0.146476311622,0.46554127312,17.5814196578,0.527775158183,1.6039653112,2.16018988797,0.12270757360500001
TCGA-OR-A5J1-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0595505986827,4.68702517182,25.370475052,0.993149552255,0.649692990563,0.400906647143,0.24052811184300002
TCGA-OR-A5L4-01A-11R-A29S-07-tumor,Adrenal_Gland,0.07867952835269999,4.79472049838,30.9147845312,2.7180674471099997,0.662185271715,0.29157052939800004,0.084744240199
TCGA-W2-A7H7-01A-11R-A35L-07-tumor,Adrenal_Gland,0.20700393395999997,0.44133388452,14.285978885999999,0.8950378346960001,1.87124477995,2.22037175809,0.167220032983
TCGA-RW-A686-01A-11R-A35K-07-tumor,Adrenal_Gland,0.128151066643,0.143439975543,5.15786669567,0.8548909819380001,0.904117238399,1.3463474932100001,0.0
TCGA-OR-A5JD-01A-11R-A29S-07-tumor,Adrenal_Gland,0.052220353568400005,1.40714022353,30.5508525923,4.66092817072,1.0698085203399998,1.07241303657,0.196859462373
TCGA-PA-A5YG-01A-11R-A29S-07-tumor,Adrenal_Gland,0.04331765872499999,0.7721783911329999,43.199957052600006,3.92652023927,2.2684450424700002,2.5875986908,0.544327414195
TCGA-P8-A5KC-01A-11R-A35K-07-tumor,Adrenal_Gland,0.23188260079700002,0.302804921578,27.503884928,2.61036029393,4.2838343572,6.87734712976,0.15297578772
TCGA-WB-A81M-01A-11R-A35L-07-tumor,Adrenal_Gland,0.17385799452599998,0.078626227674,14.4684535549,0.322166719915,1.4369537290799999,2.16957354855,0.0595824650959
TCGA-OR-A5L6-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0,0.117263298483,22.781454230100003,3.6472802284199997,1.33727904735,1.6102095617899999,0.622029775167
TCGA-RW-A67V-01A-11R-A35K-07-tumor,Adrenal_Gland,0.0665747159166,0.29806932936299996,17.2692639605,1.61609403514,2.20802992412,2.23932735868,0.050194462072400005
TCGA-QR-A6GS-01A-11R-A35K-07-tumor,Adrenal_Gland,0.127675476476,0.229357949829,15.805526257999999,0.966069410804,1.59413189768,1.8399876147799998,0.187175718511
TCGA-W2-A7HD-01A-11R-A35L-07-tumor,Adrenal_Gland,0.0594849340056,0.135629414402,11.058308336600001,0.46847015020599997,1.31237488886,1.7831083408000001,0.056061340681499996
TCGA-QR-A70V-01A-11R-A35K-07-tumor,Adrenal_Gland,0.0187903765496,0.292113053165,11.4228352705,0.600634940153,1.48967926019,2.3762384602,0.053126748086299996
TCGA-QR-A6H2-01A-11R-A35K-07-tumor,Adrenal_Gland,0.09344208673639999,0.24298706041700002,6.48257415828,0.425010458593,1.22333619045,0.701474483118,0.112081613522
TCGA-OR-A5K6-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0183062295767,3.28982062758,42.2929640428,4.54558426075,2.97582386425,3.76733746364,0.224284237188
TCGA-PR-A5PH-01A-11R-A35K-07-tumor,Adrenal_Gland,0.144251208558,0.125580719855,7.32070788293,0.561338416138,1.72590208324,3.41454036494,0.0407846942181
TCGA-QR-A6ZZ-01A-11R-A35K-07-tumor,Adrenal_Gland,0.0672509559718,1.32775413905,10.7622411239,0.45953278471000003,1.80368744153,2.8639363378900002,0.047535298016
TCGA-OR-A5JY-01A-31R-A29S-07-tumor,Adrenal_Gland,0.190314207393,10.4438685433,21.5847411146,0.9477759697660001,0.67480240362,0.219416159899,0.328828264813
TCGA-OR-A5LR-01A-11R-A29S-07-tumor,Adrenal_Gland,0.052959017228600004,4.3140650063,53.7309447065,5.2747805431,0.789631688407,0.560963583483,0.84848727603
TCGA-RW-A68F-01A-11R-A35K-07-tumor,Adrenal_Gland,0.0386318365925,0.816769937578,12.6878439475,0.563743993435,2.13545162618,3.2861604432200004,0.127429475379
TCGA-RW-A685-01A-11R-A35K-07-tumor,Adrenal_Gland,0.0439406108149,0.132715741797,17.1758648579,0.854951342371,1.96321243191,2.55379681083,0.496939857562
TCGA-SR-A6MS-01A-11R-A35L-07-tumor,Adrenal_Gland,0.05273720046569999,0.699602355544,11.7970385138,0.317604350309,0.990896534968,0.535813437734,0.06626928787530001
TCGA-OR-A5JJ-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0,18.597768816600002,32.3244189004,0.328580752863,3.74011450726,0.503784230941,0.525215152244
TCGA-OR-A5L5-01A-11R-A29S-07-tumor,Adrenal_Gland,0.023106206090199997,0.09578838600680001,44.739879412700006,3.6108871753900003,1.55173639802,1.87142475773,1.6259676534999998
TCGA-QR-A70E-01A-11R-A35K-07-tumor,Adrenal_Gland,0.027952235975900002,0.47278199634199997,7.09167073142,0.284882159821,1.0368537920999998,1.17224113052,0.09483650709529999
TCGA-SR-A6MY-01A-11R-A35L-07-tumor,Adrenal_Gland,0.406209242154,0.443330533658,19.0483369677,0.775766654848,1.74253838382,2.2759153908900003,0.40626888233
TCGA-OR-A5JI-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0,0.574488399926,17.9398437326,1.19092372769,1.13939249106,1.6324296581400002,0.378559763063
TCGA-OR-A5J2-01A-11R-A29S-07-tumor,Adrenal_Gland,0.036167700254800005,1.60131348331,22.2681167823,1.2398770830799999,1.56782629771,0.575436466629,0.06817221199109999
TCGA-W2-A7UY-01A-11R-A35L-07-tumor,Adrenal_Gland,0.191521308547,0.41141818496,15.7781355873,1.12921976027,1.40565319546,1.23451658951,0.131271635943
TCGA-P8-A6RY-01A-12R-A35K-07-tumor,Adrenal_Gland,0.127861226969,0.35778889223899996,6.9543258543499995,0.375143332722,0.9764701167569999,1.3681784262099999,0.0401674358104
TCGA-TT-A6YJ-01A-11R-A35L-07-tumor,Adrenal_Gland,0.00746391845471,0.974679098208,24.4700090306,0.331943475983,2.18777533795,2.58157971635,0.0281373616566
TCGA-S7-A7WX-01A-11R-A35L-07-tumor,Adrenal_Gland,0.17652434941300002,0.173319626881,9.21238715142,0.774728516855,1.0271299590799998,1.30947522426,0.402777633308
TCGA-OR-A5LL-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0,0.0611741159726,15.815354188199999,1.21910758896,1.12694722466,0.38279248806599997,0.0927147273254
TCGA-TT-A6YP-01A-21R-A35L-07-tumor,Adrenal_Gland,0.08269504226369999,0.730202457052,6.850424434400001,0.658921895111,1.2931494625700002,1.8341105363900003,0.15587123074200002
TCGA-OR-A5JE-01A-11R-A29S-07-tumor,Adrenal_Gland,0.00913936510589,5.535418439809999,31.9665024146,2.13389272132,3.36354571171,0.30425338555500003,0.172267169622
TCGA-P7-A5NY-05A-11R-A35K-07-healthy,Adrenal_Gland,0.160610683709,1.40730722068,22.535293425,1.1093066390200002,2.25137789085,3.9233002490800004,0.178888158507
TCGA-WB-A822-01A-11R-A35L-07-tumor,Adrenal_Gland,0.40303565853,0.53072863895,6.8374890941199995,0.483251538701,0.925400995107,0.936165270644,0.178747934888
TCGA-RW-A68D-01A-11R-A35K-07-tumor,Adrenal_Gland,0.134696663069,1.1606626340000001,18.5004221085,1.02513876296,2.60317000361,4.65465562059,0.199483958357
TCGA-WB-A81V-01A-11R-A35L-07-tumor,Adrenal_Gland,0.269300966268,0.5651804891359999,18.8652888418,0.8031213516869999,1.86076833602,1.53178811785,0.11103821316
TCGA-WB-A80O-01A-11R-A35L-07-tumor,Adrenal_Gland,0.354751770958,0.229421113649,11.903419980299999,0.762550431486,1.65133557245,1.90797912879,0.20060064170699998
TCGA-SQ-A6I4-01A-11R-A35L-07-tumor,Adrenal_Gland,0.32772670852499997,0.0881263061583,10.813548091700001,0.44315931874799996,1.7523054288099997,1.8189987011000002,0.233735478684
TCGA-OR-A5K8-01A-11R-A29S-07-tumor,Adrenal_Gland,0.060841575335300005,5.24623811625,27.9665706515,0.150322917764,0.472019525858,0.377030356286,0.7645320257960001
TCGA-WB-A821-01A-11R-A35L-07-tumor,Adrenal_Gland,0.391802680629,0.533680595269,11.060907867300001,0.345727653072,1.41806190089,2.04481837493,0.0351669415295
TCGA-QR-A70R-01A-11R-A35K-07-tumor,Adrenal_Gland,0.07527808507849999,0.0702158720788,7.802882057020001,1.55186733701,1.94369315973,0.9926521086839999,0.0886819167741
TCGA-OR-A5LE-01A-11R-A29S-07-tumor,Adrenal_Gland,0.058918223337599995,48.1122855674,33.208903242199995,0.207438447306,0.11998817944599999,0.0713241066674,0.0222108985819
TCGA-QR-A70H-01A-12R-A35K-07-tumor,Adrenal_Gland,0.0359422307414,0.143040979052,2.91127477379,0.27973082622400003,0.6692305892220001,0.6868406087090001,0.17614278835299998
TCGA-OR-A5K4-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0112188786928,12.4596653745,36.9963346305,5.0829322999,0.652785094572,0.164913814183,0.148024629659
TCGA-OR-A5JQ-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0803641335643,3.979689231,48.459759203500006,2.34884884979,2.03516275363,1.76251348193,0.468203859902
TCGA-WB-A81A-01A-11R-A35L-07-tumor,Adrenal_Gland,0.0331690712414,0.536268306874,19.3519461138,0.39951462076,2.2315459512099998,1.8678401660900004,0.0468900899204
TCGA-WB-A81S-01A-11R-A35L-07-tumor,Adrenal_Gland,0.142444084809,0.27971614921599997,14.9178240523,1.29199185747,1.77762114915,2.5249741898,0.240229441022
