Sample,tissue,APOBEC3A,APOBEC3B,APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3G,APOBEC3H
TCGA-OR-A5JR-01A-11R-A29S-07-tumor,Adrenal_Gland,0.00740776224317,1.92547901066,22.798253155700003,2.16198961154,0.5387878892469999,0.566877172054,0.265293816162
TCGA-OR-A5JV-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0430683473099,1.6283106296899998,17.3270838714,5.067782198630001,0.8269760339480001,1.4039712664,0.600725983917
TCGA-WB-A81H-01A-11R-A35L-07-tumor,Adrenal_Gland,0.610868021985,0.414392058642,14.629794488599998,0.591709524993,1.51466560608,1.8487325945900002,0.15701185915
TCGA-RW-A68A-01A-11R-A35K-07-tumor,Adrenal_Gland,0.04122819558390001,0.553762510558,30.6689495142,1.68074960637,4.426000670440001,5.74669341112,0.0621685596718
TCGA-P8-A5KC-11A-11R-A35K-07-healthy,Adrenal_Gland,0.0276739559984,0.275338347022,17.8073952306,0.705115000675,1.35864441903,1.44772236479,0.23473089296500002
TCGA-QR-A70N-01A-12R-A35K-07-tumor,Adrenal_Gland,0.09516793542400001,0.680556145805,5.17614956084,0.947883855047,0.87388206218,1.29093105803,0.313917254618
TCGA-SR-A6MZ-01A-11R-A35L-07-tumor,Adrenal_Gland,0.302652656397,0.604521689691,20.0373476831,1.3595855713,2.00783414745,2.94213856457,0.535893803196
TCGA-WB-A80L-01A-11R-A35L-07-tumor,Adrenal_Gland,0.12570944396199998,0.488566173624,10.5123351515,0.37125654007700004,1.26290588407,0.913753113812,0.0296185920125
TCGA-WB-A80V-01A-12R-A35L-07-tumor,Adrenal_Gland,0.149919120733,0.0143423112094,13.3842163192,0.22438250024099998,1.09879268629,1.5954835087900001,0.04347405603999999
TCGA-OR-A5JO-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0776855955568,1.14730684735,34.6798919132,2.1953125135,2.5002564987,4.32010750638,0.604019477683
TCGA-RT-A6YA-01A-12R-A35K-07-tumor,Adrenal_Gland,1.14655854413,0.08033473129689998,9.08050436144,0.830399126219,1.26263301457,2.30049859519,0.197850765088
TCGA-QT-A5XK-01A-11R-A35K-07-tumor,Adrenal_Gland,0.15591940092700002,0.09695620975369999,8.85005823197,0.40931140180500003,1.15924776063,1.49052543556,0.130618331072
TCGA-WB-A81N-01A-11R-A35L-07-tumor,Adrenal_Gland,0.115673393249,0.287719262955,10.3824792714,0.45727578577699995,1.4807336084399998,2.74724945234,0.24710277867199998
TCGA-PR-A5PF-01A-11R-A35K-07-tumor,Adrenal_Gland,0.0970328066932,0.160902502238,7.43371844265,0.749192397454,1.0821462550299998,2.4658146208400002,0.0812872753113
TCGA-P8-A5KD-01A-11R-A35K-07-tumor,Adrenal_Gland,0.0773891108483,0.288739752184,11.332369265999999,0.630984285165,1.31149478555,1.83353448501,0.160457134867
TCGA-OR-A5LH-01A-11R-A29S-07-tumor,Adrenal_Gland,0.06364053373890001,3.0867672804299997,51.64121047020001,6.26496668825,1.59692198032,0.811679348627,0.25490551913000004
TCGA-OR-A5K9-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0248437140111,12.688533834400001,17.1572910613,1.00513078855,2.19243860377,0.966691050134,0.0468277199345
TCGA-SP-A6QC-01A-11R-A35L-07-tumor,Adrenal_Gland,0.671569493061,0.136670960699,7.765057469019999,1.0521247395,2.6731637051,2.48116013728,0.322212805827
TCGA-QR-A6GZ-05A-11R-A35K-07-healthy,Adrenal_Gland,0.110566657798,0.550034133097,13.561620505599999,0.853687554315,1.22637931249,1.2747399050900001,0.08683592428989999
TCGA-QT-A5XL-01A-11R-A35K-07-tumor,Adrenal_Gland,0.0250188350685,0.580817006526,9.32996573258,0.8499522514810001,1.26771872672,1.3737239572100002,0.251508289225
TCGA-QR-A70J-01A-11R-A35K-07-tumor,Adrenal_Gland,0.547018608111,0.8422899544429999,10.484088872300001,1.6652824694,1.43356766982,2.66531514173,0.687380697003
TCGA-SQ-A6I4-11A-11R-A35L-07-healthy,Adrenal_Gland,0.0787161048881,0.33887398124300006,24.3859072186,0.532966439655,2.00824121741,2.04979614793,0.239676817429
TCGA-OR-A5JS-01A-11R-A29S-07-tumor,Adrenal_Gland,0.06643405242049999,9.75858766003,54.2369207054,4.192419419659999,2.79178756995,2.48607576658,0.779153011282
TCGA-WB-A81I-01A-11R-A35L-07-tumor,Adrenal_Gland,0.0152159497994,0.35954904162,9.43452602326,0.14097921268,1.7485857868799999,2.03933901437,0.0143402116814
TCGA-OR-A5JX-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0279080979856,0.127264459485,8.17336879615,1.57730648254,0.703676607569,0.24936146516999996,0.19288042780499998
TCGA-S7-A7WQ-01A-12R-A35L-07-tumor,Adrenal_Gland,0.162281248027,0.50987232891,6.7180835956,1.2582527158,1.13062065778,2.59596438675,0.38637807178800004
TCGA-OR-A5KU-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0,1.4782167582499999,34.1544466511,5.306056281569999,3.07485831819,1.62339216144,0.22912843146099998
TCGA-OR-A5J6-01A-31R-A29S-07-tumor,Adrenal_Gland,0.0269480278346,0.23460134358600002,24.8491417661,1.70614370334,1.130271107,0.6835134540760001,0.050794124407699995
TCGA-OR-A5KX-01A-11R-A29S-07-tumor,Adrenal_Gland,0.111070143623,6.92798668975,14.5557492952,1.59904749978,1.4914064366600002,0.140367396537,0.0322084976528
TCGA-WB-A81G-01A-11R-A35L-07-tumor,Adrenal_Gland,0.0522748001435,0.09287521001980001,12.597596123699999,0.823374317702,2.10744794882,2.17612032243,0.16891261217999998
TCGA-SR-A6MT-01A-11R-A35L-07-tumor,Adrenal_Gland,0.00631206994718,0.541659496068,7.8380587750899995,0.1754482625,1.38646699645,0.878731797069,0.023795141383599998
TCGA-QR-A708-01A-11R-A35K-07-tumor,Adrenal_Gland,0.0,0.130214650534,3.16274658787,0.116410362631,0.37314811515199997,0.416457681005,0.177616530513
TCGA-WB-A80M-01A-11R-A35L-07-tumor,Adrenal_Gland,0.113744198736,0.043526261054999994,14.012984731900001,0.348586346885,2.07459961852,2.3756049103,0.0989517877221
TCGA-OR-A5L3-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0204229173727,0.241294183579,35.887225779299996,0.9744981599150001,1.5448343223700003,0.812333333912,0.327207460352
TCGA-W2-A7HF-01A-11R-A35L-07-tumor,Adrenal_Gland,0.0,0.19263334891199999,11.8914521327,1.08529401704,1.61943921178,3.1181066419700003,0.10948226305099999
TCGA-QR-A6H5-01A-11R-A35K-07-tumor,Adrenal_Gland,0.108166601486,0.502221638293,13.1782387587,0.6079940540600001,2.4283635582799996,1.98595784251,0.0815529484587
TCGA-QR-A707-01A-11R-A35K-07-tumor,Adrenal_Gland,0.0365080246325,0.190696662843,12.2805325328,0.223248363753,1.22676421969,1.59102694279,0.06881368671730001
TCGA-WB-A81F-01A-11R-A35L-07-tumor,Adrenal_Gland,0.0793930201403,0.7181002742270001,14.114034094600001,0.541664870897,1.88983082656,2.02205661376,0.136042977611
TCGA-QR-A6GW-01A-11R-A35K-07-tumor,Adrenal_Gland,0.00643203866058,0.09599207064339998,5.645818939880001,0.166864015924,1.04791837267,1.04003730078,0.04849479508119999
TCGA-OR-A5LM-01A-11R-A29S-07-tumor,Adrenal_Gland,0.008651141268370001,2.6037197514900003,10.959786423599999,2.57296838765,0.377533456708,0.21693521899999998,0.06522587085789999
TCGA-RW-A68C-01A-11R-A35K-07-tumor,Adrenal_Gland,0.0940333227932,0.267306299152,7.73348046744,0.44184313318499996,1.2457322786299998,1.9804632543599998,0.21522323726700002
TCGA-WB-A819-01A-11R-A35L-07-tumor,Adrenal_Gland,0.19014984509,0.46350829960600004,18.0303996773,1.40237789563,2.3068683600099997,4.50839634692,0.387084893285
TCGA-OR-A5LA-01A-11R-A29S-07-tumor,Adrenal_Gland,0.0,2.67166434997,46.1612229596,2.22346935463,0.985331300688,1.1463115892,1.8421768400099998
TCGA-S7-A7WN-01A-12R-A35L-07-tumor,Adrenal_Gland,0.34707857720799995,0.558170071105,9.12327990855,0.332664975973,1.18821013434,1.68426130322,0.191749935858
TCGA-RW-A8AZ-01A-11R-A35K-07-tumor,Adrenal_Gland,0.0576506766863,0.724951178035,18.899356611400002,1.04455324297,1.52815192835,4.2123047233,0.108665304258
TCGA-RW-A68B-01A-11R-A35K-07-tumor,Adrenal_Gland,0.00851360645728,0.815285585455,19.2202188442,0.42595463159900004,1.85765737442,2.3557120969599996,0.0320944588749
TCGA-QR-A70G-01B-11R-A35K-07-tumor,Adrenal_Gland,0.281986914183,0.36279198147299996,23.3840931797,0.603617432751,1.3649572712,1.6395483607199999,0.293249601651
TCGA-RW-A688-01A-11R-A35K-07-tumor,Adrenal_Gland,0.00801540062558,0.0598111223896,13.045107183499999,0.193087694127,1.04936972286,0.505949017706,0.105757156456
